"id","name","location","address","tier_id","type_id","phone_number","state","type","products"
"4616","Jadele Hospital","","127, Candos Road, New London Estate, Baruwa","4","1","09167421067","[object Object]","[object Object]","3012,98,96,97"
"4617","John Mark Cottage Hospital","","7 Mbube Road Ndok Junction Ogoja Cross River State.","4","1","07019144419  , 09069284477","[object Object]","[object Object]","97,98,3012,96"
"4621","Healthrite Phosiotherapy Clinic","","Lake view park 1 estate, opposite Ikota shopping complex, Lekki-Epe expressway.","4","5","09069446743","[object Object]","[object Object]","96,98,97,3012"
"4650","Teejay And You Fitness Gym","","WOCDIF event center after NNPC mega station,ring road Osogbo","4","8","08034409792        08052146440","[object Object]","[object Object]","3012,98,96,97"
"4651","Vintage By Naomie Spa","","8b Chief Collins Uchidiuno street off Fola Osibo Street off Admiralty way Lekki phase 1","3","9","09150555555, 09155600600","[object Object]","[object Object]","98,97,3012"
"4693","D Comfort Space","","Klm 6 Idi-Iroko Road, Odo-Eran bus stop, Ota","3","9","07026074046","[object Object]","[object Object]","3012,97,98"
"4696","Salem Medical Centre","","No. 1 Throneroom Close, Kafanchan","4","1","07039392439","[object Object]","[object Object]","97,98,3012,96"
"4704","Mojol hospital","","20B Church Street Bameke Shasha Lagos","4","1","08026443899, 09032099037","[object Object]","[object Object]","96,98,97,3012"
"4715","Comfort Specialists Hospital","Oshodi-Isolo","33, Sehinde Calisto Crescent L.S.D.P.C Layout via Oshodi  Apapa Expressway, Oshodi , Lagos","4","1","08065548131","[object Object]","[object Object]","3012,98,96,97"
"4726","Kegy's Gym- Shopping complex camp road","","Shop 361 DPR Staff Shopping Complex Camp Road, U/Rimi GRA close to Almanar Mosque, Kaduna.","4","8","08067994087","[object Object]","[object Object]","97,98,3012,96"
"4727","Kegy's spa- shopping complex camp road","","hop 361 DPR Staff Shopping Complex Camp Road, U/Rimi GRA close to Almanar Mosque, Kaduna.","3","9","08067994087","[object Object]","[object Object]","97,98,3012"
"4728","Vtorics Beauty Spa","","93 Hospital Road Beside Hotel D Great,Adjacent New Layout Junction Ekpan- Warri","4","9","08055877058","[object Object]","[object Object]","3012,98,96,97"
"4729","DIVDAN-O DENTAL CLINIC","","13 KADUNA STR BY OKIGWE RD UMUAHIA ABIA STATE","4","3","07038661349","[object Object]","[object Object]","97,98,3012,96"
"4737","Tokayo Hospital","","1 olaleye Streek, ketu","4","1","07077255950,","[object Object]","[object Object]","96,98,97,3012"
"4740","D-Mayor fitness Gym","","Yanna Apartment, No 32, P.O.W, Mafemi Crescent Utako, Abuja","2","8","09030778991","[object Object]","[object Object]","3012"
"4754","KIC Hospital","","5A ADEDEJI CLOSE, OPEBI - IKEJA, LAGOS","4","1","08020849913","[object Object]","[object Object]","98,3012,96,97"
"4758","Zenith Medical and Kidney Center (LAGOS)","","9, Barikisu Iyede street, onike Yaba Lagos","3","1","08138305166, 08169046904","[object Object]","[object Object]","98,3012,97"
"4761","Ng Best Beauty Salon and Spa","","183 Faulks road by Echianu junction Beside Unity bank Aba","4","9","07038528401","[object Object]","[object Object]","3012,97,98,96"
"4762","LA Fitness","","Shop 10 & 11, first floor Muneerat Plaza Azhata Kurudu, along Orozo/Karshi road","2","8","08149460390, 09038727996","[object Object]","[object Object]","3012"
"4763","Kakito Fitness Center","","Elim top hotel and suites opposite law school, bwari","4","8","08033861105","[object Object]","[object Object]","98,97,3012,96"
"4767","Evolve 360 Gym","","69 Road. Big Ideas. Gwarinpa- Gwarinpa district","2","8","09065778293, 08187571669","[object Object]","[object Object]","3012"
"4777","Bodyshake Fitness gym","","Plot 712, Abijo, Behind Rain Oil fuel station, Off Abijo GRA Road , Ibeju Lekki, Lagos.","3","8","07012097110","[object Object]","[object Object]","97,98,3012"
"4787","Garkuwa Hospital","","No.1A Sultan Road, Off Isa Kaita Road,  Unguwan Rimi","3","1","08138638881, 08160531706, 08080798757","[object Object]","[object Object]","3012,97,98"
"4795","Funmadex Gym","","473, Logos Abeokuta exp.way U turn bus stop Abule Egba Lagos","4","8","08063601077","[object Object]","[object Object]","97,3012,96,98"
"4796","Sinai Specialist Eye Clinic","","2, Egbeda-Idimu Road, Mokola Bus Stop, Egbeda","4","4","08033326002","[object Object]","[object Object]","98,96,97,3012"
"4797","Arise and Shine Hospital","","Plot No. 287 Cadastral Zone,  AMAC/ACO Estate by Sabon-Lugbe,","4","1","07069321038, 08059233222","[object Object]","[object Object]","3012,97,98,96"
"4798","Calvary Clinic and Maternity","","8 Kagoro Road, Kafanchan","4","1","09035576023, 08161137707, 08056077143","[object Object]","[object Object]","96,98,3012,97"
"4799","Meddy Private Clinic","","Lamido Zubairu way, Opposite school of Nursing, Yola Bypass","4","1","08033892750","[object Object]","[object Object]","97,3012,96,98"
"4806","Palms Fitness","","33, River Niger street Amassco Estate Platinum Estate Galadimawa, Abuja, FCT.","4","8","07040682738","[object Object]","[object Object]","98,96,97,3012"
"4808","OrchardFarm Hospice","","2 lekki street","4","2","","[object Object]","[object Object]","3012,97,98,96"
"4820","Life Gate Hospital","","2B Abiodun Jagun street, Ogba Ikeja, Lagos","4","1","07037906033","[object Object]","[object Object]","96,98,3012,97"
"4822","Alpha Gorretti Hospital","","Road 1, Diamond View Estate, No 19, off Eneka Road, Rumunduru, Port Harcourt 500102, Rivers","4","1","07034408414, 08134399207 ,07031102643","[object Object]","[object Object]","97,3012,96,98"
"4838","Famobis Hospital Ltd- Ibafo","","12 taiwo ajayi street behind am to pm hotel temidire qtrs ibafo ogun state.","4","1","08166812449, 09034518329","[object Object]","[object Object]","98,96,97,3012"
"4839","Famobis Hospital Limited- Mowe","","46,kehinde Isijola Lotto road Mowe ogun state","4","1","08166812449, 09034518329,","[object Object]","[object Object]","3012,97,98,96"
"4840","Famobis Hospital Ltd -","","1-2 Mashood Ajibawo close off kwara street Pakuro opposite Redemption camp ogun state","4","1","08166812449, 09034518329","[object Object]","[object Object]","96,98,3012,97"
"4880","M Pearl Beauty Spa","","78 Bode Thomas Street Surulere Lagos","3","9","07060991444","[object Object]","[object Object]","98,3012,97"
"4881","Marzat Skincare Spa","","135, ishagamu road Ikorodu Lagos state","3","9","08186878931","[object Object]","[object Object]","97,98,3012"
"4882","Kase Clara Spa","","Lekki Gardens Phase 2. Road 10, Close C, TS26 Unit 3","3","9","07036510037","[object Object]","[object Object]","3012,97,98"
"4883","Fatima Bint Specialist Hospital","","No. 1394 Naibawa Dan Hassan Street , Kumbotso , Kano","4","1","07067262856, 08033907737","[object Object]","[object Object]","97,3012,96,98"
"4892","Dream Savers Eyecare - Victoria Island","","100 Adetokunbo Ademola Street, Victoria Island, Lagos","3","4","0810006672808100066728","[object Object]","[object Object]","98,3012,97"
"4893","Dream Savers Eyecare - Ilupeju","","51 Coker Road, Ilupeju","3","4","08100066728","[object Object]","[object Object]","97,98,3012"
"4894","Pureview Eye Clinic","","Block P8B, Cuda Complex, Opp GTB (GTB Adjacent CBN Office), Alagbaka, Akure, Ondo State.","2","4","09038802420, 08076459513","[object Object]","[object Object]","3012"
"4895","Metro Urgent Care Hospital","","47 chivita avenue ajao estate off mm international airport swimming pool bus stop","4","1","12335","[object Object]","[object Object]","98,3012,96,97"
"4897","Phoenix Foundation Hospital","","15 Okpara street New Lay out Abakaliki","4","1","08035083005, 08160958649","[object Object]","[object Object]","97,3012,98,96"
"4906","Primetime Fitness District","","suite 36 Padofec 2 Plaza opposite lightgold estate phase","4","8","09082570108","[object Object]","[object Object]","96,3012,97,98"
"4908","Bonita Ls Hospital","","93 Owoloma road ( 77 faruk) Rumuigbo new lay out","4","1","07068961651, 08033417432","[object Object]","[object Object]","98,3012,96,97"
"4910","iSweat Fitness","","Hillcrest Shopping Mall, Lokogoma, Abuja 900107, Federal Capital Territory","2","8","09099988809","[object Object]","[object Object]","3012"
"4912","Arandia Wellness Spa","","9b Sylvia Cres, Anthony, Lagos 105102, Lagos","3","9","09026177700","[object Object]","[object Object]","98,3012,97"
"4915","Waterfalls Hospital","","86B igando road, Ikotun Moshalashi bus stop Lagos","4","1","07034409563, 08135076663","[object Object]","[object Object]","3012,98,97,96"
"4920","Lift Care Hospital","","321 Khana Street Dline , Port Harcourt","4","1","08037337227, 09076740545","[object Object]","[object Object]","96,98,3012,97"
"4980","Alpine Specialist Hospital","","10A Tafawa Balewa Street, old GRA, Maiduguri","4","1","09162970233, 07066231059, 08035989698","[object Object]","[object Object]","97,98,96,3012"
"4982","St David's Specialist Hospital","","House 3, Road 14A Lasokun, off All Saints Road, Gbekuba Apata, Ibadan","4","1","09169890154, 08035848359","[object Object]","[object Object]","3012,98,97,96"
"4983","PRO FIT GYM","","25B Coker Road ilupeju Lagos","3","8","09075026343","[object Object]","[object Object]","97,3012,98"
"4984","Sally Home of Beauty Spa","","52 Oguntade street shasha Egbega","3","9","08164661964","[object Object]","[object Object]","98,97,3012"
"4985","Waterfalls Hospital","Alimosho","112 Ago road,  Okota roundabout Lagos","4","1","07034409563, 08135076663","[object Object]","[object Object]","3012,97,98,96"
"4987","Base Specialist Hospital","Kosofe, Lagos","22 DEMURIN ROAD BY MASCARA BUS STOP KETU-ALAPERE LAGOS","4","1","07033449959, 08066159734","[object Object]","[object Object]","96,98,3012,97"
"4988","Cornerstone Clinic, Kogi","","No 3 Korede Quarters, Kabba","4","1","07035070338","[object Object]","[object Object]","97,3012,96,98"
"4989","Daughters of Charity Hospital, Kubwa","","Plot 505, Cadastral Zone, F01, Kubwa","3","1","08134848878, 08087258861","[object Object]","[object Object]","98,3012,97"
"4990","La'heven Gold Spa","","Building beside stanbic ibtc 56 Ogudu Rd, Ojota, Lagos, beside stanbic IBTC bank","3","9","08105082763, 08168113226","[object Object]","[object Object]","97,98,3012"
"4993","Maedonat Safecare Hospital","","10 BUSARI AVENUE, EGBEDA, LAGOS","4","1","08066194475","[object Object]","[object Object]","3012,96,98,97"
"4996","Alpha Specialist Hospital, Ibadan","","5, Muyiwa Sanda street, Alegongo estate, Akobo,Ibadan.","3","1","08152770357, 08138546679, 08060010446","[object Object]","[object Object]","98,97,3012"
"5000","Floo2 Fitness Center","","45,Owulade avenue Owode Onirin, Irawo bustop Ikorodu road Lagos","4","8","08027555282","[object Object]","[object Object]","3012,96,97,98"
"5017","9deys Fitness","","5 Irivbogbe St, Karu, New Karu 900101, Nasarawa","3","8","08060732629","[object Object]","[object Object]","97,3012,98"
"5018","Jas Fitness","","NO. 9 Shonde Adetokunbo Close, Lexim Estate within Penthouse Airport Road, Lugbe","4","8","07034644002","[object Object]","[object Object]","97,96,98,3012"
"5019","Clubhouse Gym","","11 Aliyu Mohammed Road, Tak continental Estate","3","8","08077040404","[object Object]","[object Object]","3012,97,98"
"5020","G&J Fitness","","Second Gate Post Army Estate Kurudu, Abuja","4","8","08030828660","[object Object]","[object Object]","97,96,3012,98"
"5023","DOZE BEAUTY PALACE","","81,old otta road captain bus-stop Abule Egba Lagos","3","9","08165416116","[object Object]","[object Object]","97,98,3012"
"5025","Pauline Canadian Hospital","","1 Idi Ope Street, Idi  Bus stop, opposite International Market, Eleyele, Ibadan","4","1","0906885656,  08033783149","[object Object]","[object Object]","3012,96,98,97"
"5036","Lutheran Church Health Centre (LCCN)","","Km 1, off Numan Road, Demsa","4","1","08039149807","[object Object]","[object Object]","97,96,3012,98"
"5037","Bisan Medical Centre","","3 Ifesowapo Crescent, Bodija, Ibadan","4","1","09123833794","[object Object]","[object Object]","98,96,97,3012"
"5042","Jesus is Love and Power Hospital","","No. 2, St Mary's Catholic church ifo , Ogun state","4","1","07069454333, 08103315572","[object Object]","[object Object]","3012,96,98,97"
"5044","CUTESMILE DENTAL CLINIC","","29 RUMUADAOLU- RUMUOLA ROAD, PORTHARCOURT","4","3","08165175265, 08059393231","[object Object]","[object Object]","97,96,3012,98"
"5047","GUS CARE MEDICAL LIMITED","","No 35B Orogbum Crescent GRA Phase 2","3","1","07032880732, 08022900002, 08064426424","[object Object]","[object Object]","97,98,3012"
"5049","Goshen Medicare Solution and services","","N0. 1 Okpara close, off Ada George beside bakery  junction Port Harcourt, Rivers State","4","1","07038450567,  08068153171","[object Object]","[object Object]","3012,96,98,97"
"5051","Lift Care Hospital","","NO: 31 KHANA STREET, D/LINE, PORT-HARCOURT.","4","1","08037337227,  09076740545","[object Object]","[object Object]","97,96,3012,98"
"5063","Unita Hospital","Amuwo-Odofin","63, Oduduwa Street, Off Governors Road, Ikotun, Lagos.","4","1","08036672587  08066948982","[object Object]","[object Object]","98,96,97,3012"
"5064","Royal Diamond Life Specialist Hospital","","9 Umuimo road, off 142 Aba-Owerri Road behind Afule Market Aba","4","1","09079673047, 08037601294","[object Object]","[object Object]","3012,96,98,97"
"5065","Royal Specialist Hospital, Maiduguri","","Gombole Road, behind Giwa barracks,Jere","2","1","08035434293","[object Object]","[object Object]","3012"
"5066","Index Specialist Hospital","","Plot 113 Allen Avenue, off Gado Nasco Road (opposite Ignobis Hotel), Phase 4, Kubwa","4","1","07034912649, 08075156494, 07044421224","[object Object]","[object Object]","98,96,3012,97"
"5073","Cema Medical Center","","Gasline Junction, Edu Igbesa , Ogun state","4","1","08023948315, 08165971006","[object Object]","[object Object]","97,96,98,3012"
"5074","Obule  Medical Center","","115 Okpe Road, Sapele, Delta state","4","1","07033205789, 07062763669","[object Object]","[object Object]","3012,96,97,98"
"5075","Saglophil Specialist Hospital","","C-10 EWET HOUSING EXTENSION, UYO","4","1","08023253923, 08023122308","[object Object]","[object Object]","98,96,3012,97"
"5076","Cema Medical Center - Head Office","","Orilowo Junction ,Idanyi Agbara Igbesa Ogun State","4","1","08023948315","[object Object]","[object Object]","97,96,98,3012"
"5077","Open Door Hospital","","4, Owutedo Street, Off Awori Street, Ile-Epo Alhaji bus-stop, Idimu Road, Lagos State","4","1","08032076163, 07036701022","[object Object]","[object Object]","3012,96,97,98"
"5080","Bonne Sante Hospital","","12 ALHAJI SULEIMAN STREET OPPOSITE OJO CANTONMENT BARRACK ALONG LAGOS-BADAGRY EXPRESSWAY","4","1","09095692156,08023194613,08103236347","[object Object]","[object Object]","98,96,3012,97"
"5081","Bonne Sante Hospital","Ojo","ZONE 8,HOUSE 2, OTEBI GARDEN ESTATE ABULE-ADO BUS STOP ,LAGOS.","4","1","09095692156,08023194613,08103236347","[object Object]","[object Object]","97,96,98,3012"
"5082","Dream Specialist Hospital","","17, Ribadu Road, off Awolowo way, Ikoyi, Lagos","3","1","08100050445, 09159854961","[object Object]","[object Object]","3012,97,98"
"5090","Divine Grace Healing Stripes Hospital","","3 Shobogun Rofa Street, Off International Airport Road,  Mafoluku Oshodi, Lagos","3","1","08033060046","[object Object]","[object Object]","98,97,3012"
"5092","Shammah Christian Hospital","","Xty 2 road 5, Federal Housing Esatate Woji","4","1","08188185597,  08038829733","[object Object]","[object Object]","3012,96,97,98"
"5094","Our Lady of Lourdes Hospital","","Ihiala , Anambra State.","4","1","08105886657, 08131369367","[object Object]","[object Object]","98,96,3012,97"
"5098","Adia Hospital","","246, AC street, beside low cost housing estate gate itoikin road, sabo ikorodu","4","1","09099993501 08032527715","[object Object]","[object Object]","97,96,98,3012"
"5099","Godfrey Hospital","Amuwo-Odofin","PLOT 3554, KOFO KASUMU AVENUE, LAKEVIEW ESTATE PHASE 1, AMUWO ODOFIN","4","1","08094941593","[object Object]","[object Object]","3012,96,97,98"
"5100","Eradok Hospital","Ikeja","12A Fagba Crescent off Acme Road , Agidingbi,Ogba, Lagos state","3","1","08161622737,07037847175","[object Object]","[object Object]","97,3012,98"
"5103","Power House Muscle and Fitness Centre","","One Nation Hotel by 4th Avenue opposite Mobil filling station festac Town.","4","8","08037137805","[object Object]","[object Object]","97,96,98,3012"
"5114","Fityard","","FitYard Wellness and Fitness Ltd, adjacent university of Abuja mini-campus Law Faculty gate by Angle 90 Junction  Phase 1 gwagwalada, F.C.T. Abuja","4","8","09031739190","[object Object]","[object Object]","3012,96,97,98"
"5117","Ladeo Fitness Center","","Park 862L, Off Jessy-Kings Street, IBM-Harana, Utako, Abuja, Nigeria","2","8","09035552620, 09168622952","[object Object]","[object Object]","3012"
"5121","Coxwell Hospital","","1, Omolaja Badmos Street, Leme, Abeokuta, Ogun State","4","1","08102599983,  08183070462","[object Object]","[object Object]","98,96,3012,97"
"5145","Unwind Massage House","","66B marine road, apapa, Lagos (BESIDE PUB RESTAURANTS)","3","9","08099100954, 08074880152","[object Object]","[object Object]","98,97,3012"
"5154","Romee Eye Clinic","","No 4 Okumagba Avenue, Warri","3","4","08023082731","[object Object]","[object Object]","3012,98,97"
"5158","Just Vision Eye Center - Ikeja","","1a, Opebi Link Road, off Kudirat Abiola Way. Ikeja","3","4","08165557988, 08189440752","[object Object]","[object Object]","97,3012,98"
"5159","Just Vision Eye Center - Surulere","","7, Adeniran Ogunsanya Street. Surulere","3","4","08165557988, 08189440752","[object Object]","[object Object]","98,97,3012"
"5182","Police Training School Clinic, Illorin","","Muritala Muhammed way, Ilorin South, Ilorin.","4","1","09057253236,","[object Object]","[object Object]","3012,97,96,98"
"5183","MMB skincare & spa","","13a, Olubunmi Rotimi, Lekki Phase 1, Lagos state","2","9","08065697940","[object Object]","[object Object]","3012"
"5184","De-Roy Centre (fun n fitness place)","","84, Agric-Ishawo Road, Owoseni bus stop, Agric, Ikorodu, Lagos.","4","8","08080060088","[object Object]","[object Object]","98,96,3012,97"
"5186","Perfect Trinity Hospital","","13, Taiwo street,  ilasamaja Lagos","4","1","08179371511","[object Object]","[object Object]","97,3012,98,96"
"5187","Diamond Hearts Medical Services Ltd.","","No. 5, Zaaki Azzay Street, off George Akume Way, Makurdi","3","1","08061945533, 08066050976","[object Object]","[object Object]","98,3012,97"
"5188","St Thomas Hospital","Ifako-Ijaiye","17, Awoni - Murphy Street, Ifako-Ijaiye, Ogba Lagos","3","1","08064396386","[object Object]","[object Object]","97,98,3012"
"5189","PureHeart Wellness Solutions Clinic","Ikeja","48, Oluwaleimu Street  Ikeja (Off Amore Street) Washaman Building 1st Floor","3","2","234 8168511435,  234 9122793800","[object Object]","[object Object]","3012,97,98"
"5191","YTS Medical Consulting Hospital","Kosofe","12-16 Oshunketan Street, Alapere Ketu Lagos","3","1","09031962864,  08184676891","[object Object]","[object Object]","98,3012,97"
"5192","Okiki Hospital","Ifako-Ijaiye","18 Olasheu street, off Alimosho B/stop Iyana Ipaja","4","1","09038729829","[object Object]","[object Object]","97,98,96,3012"
"5193","Regal Specialist Women Hospital","Surulere","46, OGUNLANA DRIVE, SURULERE, LAGOS STATE.","2","1","09041231250,  08165038912","[object Object]","[object Object]","3012"
"5194","Peaceville Specialist Hospital","Surulere","at 276B Babs Animashaun road surulere lagos","3","1","09037078367, 08027812728","[object Object]","[object Object]","3012,97,98"
"5195","Vima Hospital","Ikorordu",":75 TOS BENSON (BEACH ROAD )OPPOSITE DOMINO PIZZA BESIDE MALOK FILLING STATION,EBUTE IKORODU LAGOS","4","1","09099993273","[object Object]","[object Object]","97,98,3012,96"
"5196","Life Builders Mission Hospital - Alakuko","","42 Lamina Ganiu street, Ifako-Ijaiye 101232, Alakuko, Ojokoro, Lagos State","4","1","08154471170","[object Object]","[object Object]","96,98,97,3012"
"5197","Life Builders Mission Hospital - Ilogbo","Ojo","91, Igbusi Road, off Ilogbo Road, Iyana Ilogbo Bus stop. Lagos -Abeokuta Express Road","4","1","08086860905","[object Object]","[object Object]","3012,98,96,97"
"5198","Health Clone Medical Center","","1 ALI MAMODU CLOSE OPP NIPCO FILLING STATION, CBN JUNCTION KARU, FCT.","4","1","07014402598, 08131341700","[object Object]","[object Object]","97,98,3012,96"
"5199","Danfodio Medical Centre, Ashaka","","Behind BM Magaji Filling Station, Dayayi Quarters Ashaka,  Funakaye","4","1","08130211816, 08130211816","[object Object]","[object Object]","96,98,97,3012"
"5200","Hatfield International Hospital","","No. 6 opp. Adamu Yamta Street, Jiddari Polo, Maiduguri","4","1","08032364010","[object Object]","[object Object]","3012,98,96,97"
"5204","Ifako Ijaiye General Hospital","","14 COLLEGE ROAD,IFAKO IJAIYE LAGOS STATE","4","1","08026443055,  07071457703, 09031647148","[object Object]","[object Object]","97,98,3012,96"
"5216","PREMIER PHYSIOTHERAPY & REHABILITATION CLINIC","","PLOT 4, BLOCK 53, ALAAFIN AVENUE , OLUYOLE ESTATE EXTENSION, IBADAN, OYO STATE","4","5","08034554600, 08142934351","[object Object]","[object Object]","96,98,97,3012"
"5221","Emerald Specialist Hospital","","No. 184 Furema Street, Pompomari Bypass, After Teacher’s Village, Maiduguri","3","1","07060686313, 08032731078","[object Object]","[object Object]","3012,97,98"
"5223","New Foundation Hospital","","340 Shehu Umar Garbai Road, Sabon Lamba, Galadima Junction, Maiduguri","4","1","08034174667, 07060999747","[object Object]","[object Object]","97,3012,98,96"
"5226","Azriel Premier Hospital-Dutse","","No 22, Third High Tension, off Panaf Drive, Sokale, Dutse-Alhaji","4","1","08034743300","[object Object]","[object Object]","96,98,97,3012"
"5229","De Rock Hospital and Diagnostic Center","","NO.8 DAVID IMUSE AVENUE,OFF SCC ROAD, USHAFA, BWARI","4","1","08132817170, 08065788186","[object Object]","[object Object]","3012,97,96,98"
"5230","Solar Medical and Dental Centre","","4 David Ogunsanya Street, Graceland estate Olukuta","4","1","09032592312, 08093708293","[object Object]","[object Object]","98,96,3012,97"
"5232","Meqat Gym","","Gwarzo Road Opposite Jujin Labu Stores, Second Gate Janbulo, Kano.","4","8","08160186137","[object Object]","[object Object]","97,3012,98,96"
"5233","Prince Fitness Center","","Inside Maruta,Market Road, Along Ibrahim Aliyu Bypass, Close to Mechanic Village Junction,Dutse LGA, Jigawa State","2","8","07064881870","[object Object]","[object Object]","3012"
"5235","Hopeville Eye Clinic","","#66 Alcon Road, Woji, Port Harcourt, Obio-Akpor LGA, Rivers State","2","4","08135500578","[object Object]","[object Object]","3012"
"5236","Akay’I Nature Spa","","12 Zaramaganda Fwavei Road, Rayfield","4","9","08153403176","[object Object]","[object Object]","98,96,97,3012"
"5237","Mount Horeb and Dialysis Centre","","Hon Chief Frank Omare crescent off Airport Road Warri","4","1","08032551636","[object Object]","[object Object]","3012,97,98,96"
"5238","Aiso Vison Center- 1","","Suite 103B, DBM Plaza, Opposite 1st Forty Hotel  Aminu Kano Crescent. Wuse 2","3","4","08033244926, 09168375117","[object Object]","[object Object]","3012,98,97"
"5239","Aiso Vision center- 2","","No 3 Agadez Crescent, Off Aminu Kano Crescent. Wuse 2, (inside  E-Clinic and Diagnostics)","3","4","08033244926, 09168375117","[object Object]","[object Object]","97,3012,98"
"5240","Optimum Vision Eye Clinic","","Suit B07 first floor, Tsukunda house. 1446,off,plot 1008 constitution avenue, central Business district Abuja","3","4","08033247223","[object Object]","[object Object]","98,97,3012"
"5267","Renovar Haven Wellness and Spa","","2b Adenugba Street, Off Ziatech road Oregun Ikeja","2","9","09166416172, 07087019880","[object Object]","[object Object]","3012"
"5268","Rockfield unique physio GYM","","8a, C close,121 Road,1st Avenue Gowon Estate, Egbeda, Lagos.","3","8","08136829656","[object Object]","[object Object]","3012,98,97"
"5271","Limestone Medical Clinic","","Behind Obajana Palace, Palace Street, Obajana","4","1","08034945816, 08037732329","[object Object]","[object Object]","3012,98,96,97"
"5281","Zitadel Medical And Diagnostic Centre","GWARIMPA","PLOT 417 FIRST AVENUE, GWARIMPA, ABUJA","2","1","","[object Object]","[object Object]","3012"
"5282","Gracevid Hospital","","92, Agba-Dam Estate road, Gaa-akanbi, Ilorin","4","1","09082065165","[object Object]","[object Object]","98,97,3012,96"
"5301","Success Fitness - Ota","","151, iganmonde road fan milk roundabout Ota via post office Ota Ogun State","4","8","08068867130","[object Object]","[object Object]","96,97,98,3012"
"5303","Success Fitness - Ifako/Ijaiye","","km 35, Lagos/Abeokuta express way, Amje bus stop, Lagos","4","8","08068867130","[object Object]","[object Object]","3012,97,96,98"
"5304","Success Fitness - Ota 2","","6, Alayo street Rosco bus stop iyana iyesi Ota, Ogun State","4","8","08068867130","[object Object]","[object Object]","98,97,3012,96"
"5305","Success Fitness - Ota 3","","Block 2, Ogun State housing corporation by mobil road, Obasanjo junction Ota Ogun State","4","8","08068867130","[object Object]","[object Object]","96,97,98,3012"
"5315","Ama Epidermal Skin Solution Clinic and Spa","","Dees Hotel Apartment suite  8/10 Hollandia Way, Chivita Avenue, Ajao Estate","3","9","07011866236, 07037121154","[object Object]","[object Object]","3012,98,97"
"5323","Epson Health Services","","A U 6 Benin Street off Kano Road, Kaduna North","3","1","08069432297, 08099032777","[object Object]","[object Object]","97,98,3012"
"5351","Aniso Specialist Medical Centre","","No. 11 2nd Federal Road, off S&T Road Uselu, Benin city, Edo state","4","1","08035903509, 09035636703","[object Object]","[object Object]","3012,97,96,98"
"5365","Fountainside Hospital","","House 22, Road 45, 1st Avenue, Federal Housing Estate, Gwarimpa","3","1","09160329848, 09096772568","[object Object]","[object Object]","98,97,3012"
"5366","Free Care Multiclinics","","Off Hakima Street, along New Galadima House, Dutse","4","1","07031271370, 08026019253","[object Object]","[object Object]","3012,98,97,96"
"5367","Dorjil Hospital","","SW8 Abidogun Close Police Post, Molete, Ibadan","4","1","09055351921","[object Object]","[object Object]","96,98,3012,97"
"5380","Oasis Fitness and Gym","","35 Omoninu House Jonathan Coker Road Fagba Off Iju Road Lagos Stat state","3","8","08069944930","[object Object]","[object Object]","98,97,3012"
"5396","DR SEYI TIMELESS","","43, Kola Amodu, Foreshore Zone, Magodo Phase 2, Lagos state.","2","9","08050322226","[object Object]","[object Object]","3012"
"5423","ASFA Specialist Hospital","","No. 4, Abdulrahim Babaita Street, Dawaki Extension, Dawaki.","4","1","09092069735, 08111116075","[object Object]","[object Object]","98,3012,97,96"
"5431","Asokoro District Hospital","","No. 31, Julius Nyerere Crescent, Asokoro","4","1","07080379947, 08060153689","[object Object]","[object Object]","96,97,98,3012"
"5433","Cornerstone Hospital","","5 winsala street Arifanla, Akute Ogun State.","4","1","08060756564, 07081428785","[object Object]","[object Object]","3012,98,96,97"
"5447","Alimosho General Hospital","","KM 4,LASU-ISHERI EXPRESS WAY.GENERAL BUS STOP IGANDO LAGOS","4","1","08090790910","[object Object]","[object Object]","97,96,3012,98"
"5448","Our Lady and St Francis Catholic Hospital","","Along Super Flamingo Street, Opposite Jehovah's Witness Hall, Toga-Zanmu, Badagry, Lagos State","4","1","234 8100118006","[object Object]","[object Object]","98,3012,97,96"
"5449","Jrapha Hospital","Ibeju-lekki","Addo- Lamgbasa Road, off Badore Road, Ajah.","3","1","09157446256","[object Object]","[object Object]","98,3012,97"
"5450","Life Gym Centre","","5, Olowotedo Road, by Olowotedo bus stop, beside Habeeb Petrol station, Lagos-Ibadan Express way, Ogun State","4","8","08038232287, 08023049617","[object Object]","[object Object]","97,98,96,3012"
"5451","3tees Medical Centre","Ifo","10, Adebiyi, Street, Off Tipper Garage, Onibudo Estate, Akute, Ogun State.","3","1","08063587015","[object Object]","[object Object]","3012,97,98"
"5454","Ancilla Catholic Hospital","Alimosho","3/5 MUYIWA OLOJO STREET, IJU ISHAGA, LAGOS","4","1","07010283320","[object Object]","[object Object]","97,98,3012,96"
"5455","Ancilla Catholic Hospital -  Ifako Agege","Ifako-Ijaiye","1/3 ODUMOSU CLOSE, OFF IMOLA BUS-STOP, IFAKO AGEGE LAGOS","4","1","08183596943","[object Object]","[object Object]","96,98,97,3012"
"5463","Covenant Life Care Hospital","","8, Baale street Atuwara behind sawmill ilepa akokan bus stop ifo Ogun state.","4","1","08033935882, 08070494056","[object Object]","[object Object]","3012,98,96,97"
"5464","Alifort Hospital","Ikorodu","76 Oba Sekumade Rd, Ikorodu","3","1","07012373105, 07016571681","[object Object]","[object Object]","98,97,3012"
